Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
307,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,21-025,2004,3.0,0,1,1,100.0,0.34,0.34,0.00,0.00,20.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
308,Emil Bohinen,no NOR,MF,Genoa,it Serie A,25-324,1999,1.8,0,2,0,0.0,1.08,0.00,0.00,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
309,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,22-222,2002,6.7,0,2,0,0.0,0.30,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
310,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33-362,1991,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
311,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24-306,2000,13.0,0,4,1,25.0,0.31,0.08,0.00,0.00,9.4,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
312,Warren Bondo,fr FRA,MF,Monza,it Serie A,21-137,2003,18.0,0,13,1,7.7,0.72,0.06,0.00,0.00,25.9,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
313,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,24-038,2000,7.3,6,40,14,35.0,5.47,1.91,0.15,0.43,14.7,0,0,1,6.5,5.7,0.14,-0.5,+0.3,Matches
314,Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28-256,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
315,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,21-097,2003,15.4,4,41,12,29.3,2.66,0.78,0.07,0.25,17.4,0,1,2,6.1,4.5,0.11,-2.1,-1.5,Matches
316,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25-314,1999,7.4,2,7,2,28.6,0.95,0.27,0.29,1.00,8.1,0,0,0,0.9,0.9,0.13,+1.1,+1.1,Matches
317,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-018,2000,2.5,0,1,0,0.0,0.40,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
318,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18-243,2006,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
319,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,17-120,2007,7.6,0,1,1,100.0,0.13,0.13,0.00,0.00,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
320,Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,20-053,2004,7.4,2,22,8,36.4,2.98,1.08,0.09,0.25,19.8,1,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
321,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,23-078,2001,10.1,1,5,1,20.0,0.49,0.10,0.20,1.00,21.9,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
322,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25-129,1999,14.9,1,22,13,59.1,1.48,0.87,0.05,0.08,20.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
323,Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25-272,1999,12.8,1,14,2,14.3,1.09,0.16,0.07,0.50,18.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
324,Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,31-016,1994,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,16.1,1,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
325,Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22-259,2002,9.3,1,7,2,28.6,0.75,0.22,0.14,0.50,14.6,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
326,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-041,1996,18.4,5,49,20,40.8,2.66,1.09,0.08,0.20,18.8,0,1,1,4.7,3.9,0.08,+0.3,+0.1,Matches
