Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
99,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-183,2003,4,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
100,Kelvin Amian,fr FRA,"DF,MF",Nantes,fr Ligue 1,26-357,1998,16,13,1234,13.7,1,0,1,1,0,0,1,0,0.2,0.2,0.4,0.6,22,39,49,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Matches
101,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-354,1996,18,15,1424,15.8,0,2,2,0,0,0,0,0,0.5,0.5,2.0,2.5,17,82,50,0.00,0.13,0.13,0.00,0.13,0.03,0.13,0.16,0.03,0.16,Matches
102,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-095,1996,16,16,1285,14.3,4,2,6,2,2,2,5,2,3.4,1.8,4.4,6.2,25,104,41,0.28,0.14,0.42,0.14,0.28,0.24,0.31,0.54,0.13,0.43,Matches
103,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18-196,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
104,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-012,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
105,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-266,2000,17,16,1381,15.3,8,6,14,8,0,0,3,0,4.6,4.6,2.2,6.8,54,34,124,0.52,0.39,0.91,0.52,0.91,0.30,0.14,0.44,0.30,0.44,Matches
106,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-162,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
107,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-244,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
108,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-244,1996,14,14,1233,13.7,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.6,6,56,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches
109,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,22-085,2002,22,18,1471,16.3,1,5,6,1,0,0,5,0,1.1,1.1,2.8,3.9,32,73,57,0.06,0.31,0.37,0.06,0.37,0.07,0.17,0.24,0.07,0.24,Matches
110,André,br BRA,MF,Wolves,eng Premier League,23-198,2001,18,16,1222,13.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,5,47,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
111,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-180,1990,17,17,1522,16.9,0,1,1,0,0,0,9,0,1.2,1.2,1.1,2.3,17,126,39,0.00,0.06,0.06,0.00,0.06,0.07,0.07,0.14,0.07,0.14,Matches
112,Marcos André,br BRA,FW,Valladolid,es La Liga,28-102,1996,14,9,777,8.6,1,1,2,1,0,0,4,0,1.7,1.7,0.6,2.3,9,9,27,0.12,0.12,0.23,0.12,0.23,0.20,0.07,0.27,0.20,0.27,Matches
113,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,30-130,1994,15,13,1060,11.8,2,1,3,2,0,0,5,0,1.1,1.1,0.1,1.3,7,45,9,0.17,0.08,0.25,0.17,0.25,0.10,0.01,0.11,0.10,0.11,Matches
114,Angeliño,es ESP,DF,Roma,it Serie A,28-026,1997,22,22,1889,21.0,0,1,1,0,0,0,1,0,0.3,0.3,2.0,2.4,37,121,95,0.00,0.05,0.05,0.00,0.05,0.01,0.10,0.11,0.01,0.11,Matches
115,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19-339,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-068,2001,16,12,935,10.4,0,3,3,0,0,0,2,0,0.8,0.8,1.6,2.4,26,50,29,0.00,0.29,0.29,0.00,0.29,0.07,0.16,0.23,0.07,0.23,Matches
117,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-194,1996,14,11,959,10.7,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,19,68,9,0.00,0.09,0.09,0.00,0.09,0.04,0.01,0.05,0.04,0.05,Matches
118,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-017,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
119,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-308,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
120,Antoniu,es ESP,MF,Espanyol,es La Liga,22-147,2002,10,5,385,4.3,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.5,12,11,28,0.00,0.23,0.23,0.00,0.23,0.13,0.23,0.36,0.13,0.36,Matches
121,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24-341,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
122,Anuar,ma MAR,"FW,MF",Valladolid,es La Liga,30-015,1995,12,10,866,9.6,2,0,2,2,0,0,4,0,1.1,1.1,0.4,1.5,10,11,25,0.21,0.00,0.21,0.21,0.21,0.11,0.04,0.15,0.11,0.15,Matches
123,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-235,1992,18,14,1379,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.9,1.9,33,60,69,0.00,0.07,0.07,0.00,0.07,0.00,0.12,0.13,0.00,0.13,Matches
124,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26-365,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
125,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-122,1995,19,15,1281,14.2,5,0,5,3,2,2,6,0,3.8,2.2,0.3,2.5,8,35,19,0.35,0.00,0.35,0.21,0.21,0.27,0.02,0.29,0.16,0.18,Matches
126,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-191,2002,18,16,1377,15.3,0,0,0,0,0,0,6,0,0.2,0.2,0.8,1.0,17,61,31,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
127,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-170,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25-329,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-193,2001,21,10,1047,11.6,2,0,2,2,0,1,0,0,4.4,3.6,0.3,4.0,15,11,46,0.17,0.00,0.17,0.17,0.17,0.38,0.03,0.41,0.31,0.34,Matches
130,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-216,1996,19,18,1454,16.2,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,27,44,52,0.00,0.06,0.06,0.00,0.06,0.00,0.07,0.07,0.00,0.07,Matches
131,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-338,1993,12,11,1000,11.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-110,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-212,1999,20,19,1711,19.0,0,1,1,0,0,0,4,0,0.1,0.1,1.7,1.7,63,61,112,0.00,0.05,0.05,0.00,0.05,0.00,0.09,0.09,0.00,0.09,Matches
134,David Argüelles,es ESP,MF,Getafe,es La Liga,23-029,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28-193,1996,22,14,1375,15.3,2,0,2,2,0,0,1,0,2.3,2.3,1.5,3.8,29,53,53,0.13,0.00,0.13,0.13,0.13,0.15,0.10,0.25,0.15,0.25,Matches
136,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27-355,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
137,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-011,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches
138,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29-290,1995,6,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,5,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.21,0.08,0.21,Matches
139,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21-295,2003,11,8,701,7.8,2,1,3,2,0,0,2,0,1.8,1.8,0.9,2.6,19,39,55,0.26,0.13,0.39,0.26,0.39,0.23,0.11,0.34,0.23,0.34,Matches
140,Marko Arnautović,at AUT,FW,Inter,it Serie A,35-286,1989,7,0,99,1.1,0,1,1,0,0,0,1,0,0.9,0.9,0.4,1.3,1,5,16,0.00,0.91,0.91,0.00,0.91,0.79,0.35,1.14,0.79,1.14,Matches
141,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-248,1994,18,18,1566,17.4,2,4,6,2,0,0,7,0,0.5,0.5,2.0,2.6,6,83,9,0.11,0.23,0.34,0.11,0.34,0.03,0.12,0.15,0.03,0.15,Matches
142,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-024,2000,14,2,432,4.8,2,0,2,1,1,2,5,1,2.5,0.9,0.6,1.5,6,12,35,0.42,0.00,0.42,0.21,0.21,0.51,0.13,0.64,0.18,0.31,Matches
143,Sergio Arribas,es ESP,DF,Betis,es La Liga,21-355,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-119,1994,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Arthur,br BRA,"DF,FW",Leverkusen,de Bundesliga,21-319,2003,9,4,365,4.1,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,8,12,28,0.00,0.25,0.25,0.00,0.25,0.00,0.09,0.09,0.00,0.09,Matches
146,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-081,1994,10,5,439,4.9,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,17,9,30,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
147,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21-352,2003,9,5,513,5.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,3,9,4,0.00,0.18,0.18,0.00,0.18,0.00,0.08,0.08,0.00,0.08,Matches
148,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-009,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21,Matches
149,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22-327,2002,13,5,531,5.9,0,2,2,0,0,0,3,0,0.8,0.8,1.6,2.4,7,37,15,0.00,0.34,0.34,0.00,0.34,0.13,0.27,0.41,0.13,0.41,Matches
150,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-182,1987,16,13,1206,13.4,6,3,9,4,2,3,4,1,5.6,3.2,2.8,6.0,38,90,90,0.45,0.22,0.67,0.30,0.52,0.42,0.21,0.63,0.24,0.45,Matches
151,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-072,2003,12,9,770,8.6,1,0,1,1,0,0,1,0,1.0,1.0,1.2,2.2,37,55,82,0.12,0.00,0.12,0.12,0.12,0.12,0.14,0.26,0.12,0.26,Matches
152,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,24-222,2000,17,13,1125,12.5,1,2,3,1,0,0,6,0,0.4,0.4,1.1,1.5,52,62,95,0.08,0.16,0.24,0.08,0.24,0.03,0.09,0.12,0.03,0.12,Matches
153,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19-288,2005,7,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,1,12,0.00,0.00,0.00,0.00,0.00,0.15,1.47,1.61,0.15,1.61,Matches
154,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-158,2005,19,19,1577,17.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,23,61,19,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
155,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22-016,2003,12,0,251,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,15,11,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.09,0.07,0.09,Matches
156,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-250,2002,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Emil Audero,it ITA,GK,Como,it Serie A,28-012,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Tommaso Augello,it ITA,"DF,FW",Cagliari,it Serie A,30-153,1994,22,16,1397,15.5,0,3,3,0,0,0,2,0,0.2,0.2,2.8,3.0,33,60,71,0.00,0.19,0.19,0.00,0.19,0.01,0.18,0.19,0.01,0.19,Matches
159,Carlos Augusto,br BRA,"DF,FW",Inter,it Serie A,26-023,1999,14,6,690,7.7,2,0,2,2,0,0,0,0,0.9,0.9,0.2,1.1,9,29,35,0.26,0.00,0.26,0.26,0.26,0.12,0.03,0.15,0.12,0.15,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-062,2000,13,9,816,9.1,1,1,2,1,0,0,3,0,1.4,1.4,0.5,1.9,18,48,24,0.11,0.11,0.22,0.11,0.22,0.15,0.06,0.21,0.15,0.21,Matches
161,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-022,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-359,1994,15,6,574,6.4,2,0,2,2,0,0,4,1,1.5,1.5,1.0,2.5,12,18,41,0.31,0.00,0.31,0.31,0.31,0.24,0.16,0.40,0.24,0.40,Matches
163,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-171,1997,18,2,248,2.8,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,5,4,13,0.36,0.00,0.36,0.36,0.36,0.60,0.04,0.64,0.60,0.64,Matches
164,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-116,2003,20,14,1267,14.1,0,0,0,0,0,0,3,0,1.4,1.4,1.2,2.6,19,45,51,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18,Matches
165,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-011,1997,14,3,331,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,3,15,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
166,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-044,1989,12,9,817,9.1,2,0,2,2,0,0,2,0,2.4,2.4,0.0,2.5,3,10,20,0.22,0.00,0.22,0.22,0.22,0.27,0.00,0.27,0.27,0.27,Matches
167,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-141,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches
168,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-141,1991,20,12,1080,12.0,4,0,4,3,1,1,4,0,2.8,2.0,0.6,2.6,24,23,55,0.33,0.00,0.33,0.25,0.25,0.23,0.05,0.28,0.16,0.21,Matches
169,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-212,2001,10,3,388,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0.8,1.3,5,24,12,0.23,0.00,0.23,0.23,0.23,0.13,0.17,0.30,0.13,0.30,Matches
170,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-295,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-242,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-155,1989,7,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,42,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
173,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-199,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.00,0.00,0.00,0.00,0.00,0.11,0.19,0.30,0.11,0.30,Matches
174,Papa Ba,es ESP,MF,Girona,es La Liga,20-140,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
175,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-243,2000,18,4,563,6.3,4,0,4,4,0,0,1,0,2.5,2.5,0.9,3.5,18,10,74,0.64,0.00,0.64,0.64,0.64,0.40,0.15,0.56,0.40,0.56,Matches
176,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-049,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.00,0.00,0.00,0.00,0.00,0.18,0.17,0.35,0.18,0.35,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-294,2000,17,16,1461,16.2,1,1,2,1,0,0,4,0,0.4,0.4,0.6,1.0,6,31,3,0.06,0.06,0.12,0.06,0.12,0.03,0.04,0.06,0.03,0.06,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-340,1989,18,17,1225,13.6,1,0,1,1,0,0,1,0,1.0,1.0,1.1,2.1,6,72,12,0.07,0.00,0.07,0.07,0.07,0.07,0.08,0.15,0.07,0.15,Matches
179,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-310,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23-194,2001,19,18,1550,17.2,5,5,10,5,0,1,7,0,4.9,4.1,6.1,10.3,46,113,88,0.29,0.29,0.58,0.29,0.58,0.28,0.36,0.64,0.24,0.60,Matches
181,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-294,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
182,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-174,1997,19,13,990,11.0,1,2,3,1,0,0,2,0,1.4,1.4,1.5,2.9,48,30,96,0.09,0.18,0.27,0.09,0.27,0.13,0.14,0.27,0.13,0.27,Matches
183,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-293,1994,9,7,579,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,17,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
184,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-156,1999,17,4,443,4.9,1,0,1,1,0,0,1,0,1.6,1.6,0.6,2.2,5,12,21,0.20,0.00,0.20,0.20,0.20,0.32,0.13,0.45,0.32,0.45,Matches
185,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-294,1991,12,3,367,4.1,1,1,2,1,0,0,3,0,1.7,1.7,0.4,2.2,2,5,26,0.25,0.25,0.49,0.25,0.49,0.42,0.10,0.53,0.42,0.53,Matches
186,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-224,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-224,2000,12,6,549,6.1,2,0,2,2,0,0,1,1,2.1,2.1,0.7,2.8,20,21,50,0.33,0.00,0.33,0.33,0.33,0.33,0.12,0.45,0.33,0.45,Matches
188,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,17-061,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-297,1998,15,14,1170,13.0,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.15,0.08,0.23,0.15,0.23,0.11,0.10,0.21,0.11,0.21,Matches
190,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26-297,1998,4,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,7,18,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
191,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-157,2002,18,18,1553,17.3,2,5,7,2,0,0,1,0,2.8,2.8,3.9,6.7,63,71,145,0.12,0.29,0.41,0.12,0.41,0.16,0.22,0.39,0.16,0.39,Matches
192,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21-313,2003,16,2,471,5.2,1,1,2,1,0,0,1,0,1.1,1.1,0.2,1.3,23,10,30,0.19,0.19,0.38,0.19,0.38,0.21,0.04,0.25,0.21,0.25,Matches
193,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-104,2003,19,17,1437,16.0,0,3,3,0,0,0,1,0,0.4,0.4,2.2,2.5,66,59,150,0.00,0.19,0.19,0.00,0.19,0.02,0.14,0.16,0.02,0.16,Matches
194,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-027,2004,20,18,1520,16.9,2,1,3,2,0,0,7,1,1.3,1.3,0.7,2.0,27,76,17,0.12,0.06,0.18,0.12,0.18,0.08,0.04,0.12,0.08,0.12,Matches
195,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-004,1999,16,16,1354,15.0,0,0,0,0,0,0,5,1,0.1,0.1,0.7,0.8,8,72,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
196,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-029,1992,16,7,738,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,25,11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
197,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-238,2002,20,19,1575,17.5,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,7,30,1,0.00,0.06,0.06,0.00,0.06,0.01,0.00,0.02,0.01,0.02,Matches
198,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-211,2001,7,6,469,5.2,3,0,3,3,0,0,0,0,3.8,3.8,0.9,4.7,13,9,57,0.58,0.00,0.58,0.58,0.58,0.73,0.17,0.90,0.73,0.90,Matches
199,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-171,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-280,1990,9,7,655,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
201,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28-310,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.00,0.11,0.11,0.00,0.11,0.09,0.20,0.29,0.09,0.29,Matches
202,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-114,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
